"County Economic Status in the United States, Fiscal Year 2024",,,,,,,,,,,,,,
Appalachian Regional Commission,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,Absolute Data Values,,,Indicator Index Values,,,,,,
06083,California,Santa Barbara,,Transitional,5.9,"61,063",13.4,103.3,121.6,82.3,106.3,97.3,991,2
06085,California,Santa Clara,,Attainment,4.8,"126,964",6.7,84.3,252.8,39.6,52.7,58.9,45,1
06087,California,Santa Cruz,,Transitional,7.2,"71,384",10.9,126.3,142.1,70.4,86.4,94.4,870,2
06089,California,Shasta,,Transitional,6.9,"35,159",14.2,121.3,70.0,142.9,112.2,125.5,"1,973",3
06091,California,Sierra,,Transitional,6.6,"33,246",8.2,115.5,66.2,151.1,64.6,110.4,"1,446",2
06093,California,Siskiyou,,At-Risk,8.2,"30,759",16.7,145.2,61.2,163.3,132.2,146.9,"2,562",4
06095,California,Solano,,Transitional,7.0,"50,526",8.9,123.4,100.6,99.4,70.1,97.6,"1,006",2
06097,California,Sonoma,,Competitive,5.4,"66,101",8.7,95.1,131.6,76.0,68.7,79.9,414,1
06099,California,Stanislaus,,Transitional,8.5,"37,097",13.6,150.1,73.9,135.4,107.6,131.1,"2,138",3
06101,California,Sutter,,Transitional,9.3,"37,114",12.6,163.8,73.9,135.3,100.0,133.1,"2,214",3
06103,California,Tehama,,At-Risk,7.3,"31,334",18.0,129.4,62.4,160.3,142.3,144.0,"2,507",4
06105,California,Trinity,,Distressed,6.7,"20,865",22.5,118.1,41.5,240.7,178.0,178.9,"2,959",4
06107,California,Tulare,,Distressed,11.4,"31,687",19.8,200.1,63.1,158.5,156.5,171.7,"2,908",4
06109,California,Tuolumne,,Transitional,7.5,"34,227",9.9,131.7,68.1,146.8,78.4,119.0,"1,753",3
06111,California,Ventura,,Competitive,6.2,"59,819",8.9,109.0,119.1,84.0,70.1,87.7,638,1
06113,California,Yolo,,Transitional,5.9,"52,017",17.2,104.6,103.6,96.6,136.4,112.5,"1,515",2
06115,California,Yuba,,At-Risk,8.5,"30,712",15.2,149.6,61.1,163.6,120.0,144.4,"2,516",4
08001,Colorado,Adams,,Transitional,5.5,"42,063",9.6,97.7,83.7,119.4,75.9,97.7,"1,008",2
08003,Colorado,Alamosa,,Transitional,5.0,"29,700",16.0,87.4,59.1,169.1,126.8,127.8,"2,042",3
08005,Colorado,Arapahoe,,Competitive,5.3,"62,627",7.7,92.6,124.7,80.2,61.0,77.9,356,1
08007,Colorado,Archuleta,,Transitional,5.0,"36,398",9.8,88.6,72.5,138.0,77.2,101.3,"1,147",2
08009,Colorado,Baca,,Transitional,2.0,"34,943",20.5,35.0,69.6,143.8,161.9,113.6,"1,548",2
08011,Colorado,Bent,,Distressed,4.3,"19,196",25.4,75.7,38.2,261.7,201.3,179.6,"2,966",4
08013,Colorado,Boulder,,Attainment,4.1,"79,333",11.0,72.6,157.9,63.3,87.0,74.3,259,1
08014,Colorado,Broomfield,,Attainment,4.3,"64,635",4.4,76.4,128.7,77.7,34.8,63.0,77,1
08015,Colorado,Chaffee,,Competitive,4.1,"46,278",11.5,72.1,92.1,108.5,91.3,90.7,728,1
08017,Colorado,Cheyenne,,Attainment,2.0,"60,890",11.6,35.6,121.2,82.5,91.5,69.8,167,1
08019,Colorado,Clear Creek,,Attainment,5.3,"65,497",5.7,94.1,130.4,76.7,45.4,72.1,204,1
08021,Colorado,Conejos,,Transitional,4.5,"28,655",16.3,79.6,57.0,175.3,129.3,128.1,"2,053",3
08023,Colorado,Costilla,,Distressed,5.6,"22,706",22.4,97.7,45.2,221.2,177.1,165.4,"2,846",4
08025,Colorado,Crowley,,Distressed,4.8,"14,468",24.9,84.8,28.8,347.2,196.9,209.6,"3,062",4
08027,Colorado,Custer,,Competitive,3.9,"34,186",7.3,68.2,68.1,146.9,58.0,91.0,749,1
08029,Colorado,Delta,,Transitional,4.9,"29,566",16.9,86.3,58.9,169.9,133.6,129.9,"2,107",3
08031,Colorado,Denver,,Competitive,5.4,"87,530",11.6,95.4,174.3,57.4,91.8,81.5,443,1
08033,Colorado,Dolores,,Transitional,4.7,"26,099",12.4,82.2,52.0,192.5,97.9,124.2,"1,934",3
08035,Colorado,Douglas,,Attainment,3.9,"79,312",3.0,68.8,157.9,63.3,23.9,52.0,12,1
08037,Colorado,Eagle,,Attainment,5.2,"88,670",9.2,90.7,176.5,56.6,72.9,73.4,239,1
08039,Colorado,Elbert,,Attainment,3.4,"60,253",4.2,60.2,120.0,83.4,33.3,58.9,46,1
08041,Colorado,El Paso,,Transitional,5.2,"45,439",9.6,91.9,90.5,110.5,75.7,92.7,805,2
08043,Colorado,Fremont,,At-Risk,6.2,"26,060",14.1,109.5,51.9,192.8,111.3,137.8,"2,351",4
08045,Colorado,Garfield,,Competitive,4.5,"56,149",7.9,80.0,111.8,89.5,62.6,77.4,342,1
08047,Colorado,Gilpin,,Competitive,6.5,"52,230",7.9,113.8,104.0,96.2,62.9,90.9,745,1
08049,Colorado,Grand,,Competitive,4.7,"51,785",10.8,82.5,103.1,97.0,85.2,88.2,656,1
08051,Colorado,Gunnison,,Competitive,4.0,"49,510",13.0,70.2,98.6,101.5,102.7,91.4,764,1
08053,Colorado,Hinsdale,,Competitive,3.6,"41,827",9.3,63.3,83.3,120.1,73.8,85.7,579,1
08055,Colorado,Huerfano,,At-Risk,7.6,"28,157",17.6,133.6,56.1,178.4,139.5,150.5,"2,632",4
08057,Colorado,Jackson,,Competitive,3.1,"48,555",14.6,55.3,96.7,103.5,115.6,91.5,765,1
08059,Colorado,Jefferson,,Attainment,4.7,"63,006",6.8,83.1,125.4,79.7,54.0,72.3,212,1
08061,Colorado,Kiowa,,Competitive,2.4,"58,899",13.2,41.9,117.3,85.3,104.6,77.3,335,1
08063,Colorado,Kit Carson,,Competitive,2.4,"38,131",9.2,42.2,75.9,131.7,72.7,82.2,463,1
08065,Colorado,Lake,,Transitional,4.7,"38,026",7.8,83.4,75.7,132.1,61.6,92.4,796,2
08067,Colorado,La Plata,,Competitive,4.7,"54,846",9.7,82.6,109.2,91.6,76.9,83.7,508,1
08069,Colorado,Larimer,,Competitive,4.3,"52,992",11.1,75.6,105.5,94.8,88.2,86.2,597,1
08071,Colorado,Las Animas,,At-Risk,5.8,"25,804",21.1,101.4,51.4,194.7,167.4,154.5,"2,709",4
08073,Colorado,Lincoln,,Transitional,3.5,"25,421",12.4,62.0,50.6,197.6,98.5,119.4,"1,770",3
08075,Colorado,Logan,,Transitional,3.7,"35,191",11.2,65.0,70.1,142.7,89.0,98.9,"1,064",2
08077,Colorado,Mesa,,Transitional,5.4,"37,356",11.9,94.2,74.4,134.5,94.0,107.6,"1,350",2
08079,Colorado,Mineral,,Competitive,4.2,"53,566",12.0,74.4,106.6,93.8,94.7,87.6,636,1
08081,Colorado,Moffat,,Transitional,4.6,"34,991",17.7,80.5,69.7,143.6,140.0,121.3,"1,845",3
08083,Colorado,Montezuma,,Transitional,5.5,"34,545",12.2,96.3,68.8,145.4,96.7,112.8,"1,531",2
08085,Colorado,Montrose,,Transitional,4.8,"35,270",11.6,83.7,70.2,142.4,91.5,105.9,"1,307",2
08087,Colorado,Morgan,,Transitional,4.1,"38,954",12.0,73.0,77.5,128.9,94.7,98.9,"1,063",2
08089,Colorado,Otero,,At-Risk,5.3,"24,452",22.0,92.9,48.7,205.4,173.9,157.4,"2,752",4
08091,Colorado,Ouray,,Attainment,5.0,"62,917",4.4,87.7,125.3,79.8,34.8,67.5,120,1
08093,Colorado,Park,,Competitive,4.0,"44,673",6.3,69.8,88.9,112.4,49.6,77.3,336,1
08095,Colorado,Phillips,,Transitional,2.3,"35,103",13.5,40.5,69.9,143.1,107.1,96.9,973,2
08097,Colorado,Pitkin,,Attainment,6.1,"187,887",5.2,108.3,374.0,26.7,41.4,58.8,44,1
08099,Colorado,Prowers,,Transitional,3.7,"30,028",17.3,65.7,59.8,167.3,136.9,123.3,"1,903",3
08101,Colorado,Pueblo,,At-Risk,6.5,"29,692",17.2,115.2,59.1,169.2,135.9,140.1,"2,404",4
08103,Colorado,Rio Blanco,,Transitional,4.7,"40,973",11.5,83.2,81.6,122.6,91.2,99.0,"1,069",2
08105,Colorado,Rio Grande,,Transitional,5.8,"38,124",13.9,101.3,75.9,131.8,110.2,114.4,"1,582",3
08107,Colorado,Routt,,Attainment,4.6,"88,064",8.6,80.8,175.3,57.0,68.4,68.7,149,1
08109,Colorado,Saguache,,Transitional,5.5,"31,053",16.5,96.2,61.8,161.8,130.6,129.5,"2,093",3
08111,Colorado,San Juan,,Transitional,4.1,"45,431",14.2,72.4,90.4,110.6,112.3,98.4,"1,048",2
08113,Colorado,San Miguel,,Attainment,5.9,"100,515",9.4,104.4,200.1,50.0,74.2,76.2,306,1
08115,Colorado,Sedgwick,,Transitional,3.0,"33,486",16.7,52.5,66.7,150.0,132.6,111.7,"1,494",2
08117,Colorado,Summit,,Attainment,5.0,"78,032",6.8,87.3,155.3,64.4,53.8,68.5,147,1
08119,Colorado,Teller,,Competitive,5.0,"46,078",7.6,87.9,91.7,109.0,59.8,85.6,572,1
08121,Colorado,Washington,,Transitional,2.7,"34,700",11.4,47.0,69.1,144.8,90.3,94.0,858,2
08123,Colorado,Weld,,Competitive,4.9,"46,155",9.7,86.4,91.9,108.8,76.7,90.7,730,1
08125,Colorado,Yuma,,Transitional,2.3,"35,498",14.5,40.1,70.7,141.5,114.8,98.8,"1,058",2
09001,Connecticut,Fairfield,,Attainment,5.8,"114,718",9.2,101.5,228.4,43.8,72.8,72.7,218,1
09003,Connecticut,Hartford,,Transitional,6.0,"55,239",10.9,106.5,110.0,90.9,86.7,94.7,884,2
09005,Connecticut,Litchfield,,Competitive,5.2,"61,065",7.8,90.7,121.6,82.3,61.8,78.2,367,1
09007,Connecticut,Middlesex,,Attainment,4.9,"61,121",6.4,85.4,121.7,82.2,50.9,72.8,222,1
09009,Connecticut,New Haven,,Transitional,6.0,"49,238",11.5,106.1,98.0,102.0,90.8,99.6,"1,092",2
09011,Connecticut,New London,,Transitional,6.5,"49,082",8.7,114.9,97.7,102.3,68.9,95.4,909,2
09013,Connecticut,Tolland,,Competitive,4.7,"52,117",9.7,83.3,103.8,96.4,76.8,85.5,569,1
09015,Connecticut,Windham,,Transitional,5.9,"40,367",11.3,103.5,80.4,124.4,89.7,105.9,"1,306",2
10001,Delaware,Kent,,Transitional,6.2,"35,240",13.3,109.9,70.2,142.5,104.9,119.1,"1,763",3
10003,Delaware,New Castle,,Transitional,5.5,"49,416",10.6,96.1,98.4,101.7,83.8,93.9,852,2
10005,Delaware,Sussex,,Transitional,5.2,"41,419",12.1,92.2,82.5,121.3,95.7,103.1,"1,200",2
11001,District of Columbia,District of Columbia,,Transitional,6.6,"80,525",15.4,116.7,160.3,62.4,122.2,100.5,"1,116",2
12001,Florida,Alachua,,Transitional,4.2,"40,660",20.1,73.4,80.9,123.5,159.3,118.7,"1,750",3
12003,Florida,Baker,,Transitional,4.1,"27,972",11.7,72.3,55.7,179.6,92.4,114.8,"1,594",3
12005,Florida,Bay,,Transitional,4.7,"39,419",12.9,82.7,78.5,127.4,102.3,104.2,"1,237",2
12007,Florida,Bradford,,At-Risk,4.6,"26,003",19.4,81.7,51.8,193.2,154.0,143.0,"2,481",4
12009,Florida,Brevard,,Transitional,4.8,"40,040",10.6,84.9,79.7,125.5,83.9,98.1,"1,032",2
12011,Florida,Broward,,Transitional,5.9,"51,536",12.4,103.1,102.6,97.5,98.0,99.5,"1,088",2
12013,Florida,Calhoun,,At-Risk,4.7,"21,227",18.2,82.8,42.3,236.6,144.1,154.5,"2,710",4
12015,Florida,Charlotte,,Transitional,5.3,"32,927",10.5,93.9,65.6,152.6,83.2,109.9,"1,429",2
12017,Florida,Citrus,,At-Risk,6.6,"25,711",14.9,115.7,51.2,195.4,117.9,143.0,"2,482",4
12019,Florida,Clay,,Transitional,4.1,"38,185",9.6,72.9,76.0,131.5,75.8,93.4,827,2
12021,Florida,Collier,,Attainment,4.8,"103,320",10.6,83.8,205.7,48.6,83.9,72.1,207,1
12023,Florida,Columbia,,Transitional,4.8,"27,207",14.4,84.1,54.2,184.6,113.7,127.4,"2,034",3
12027,Florida,DeSoto,,Distressed,4.3,"18,726",25.3,76.6,37.3,268.2,200.4,181.7,"2,978",4
12029,Florida,Dixie,,At-Risk,4.7,"18,540",15.7,83.3,36.9,270.9,124.5,159.6,"2,783",4
12031,Florida,Duval,,Transitional,5.1,"41,340",14.5,89.3,82.3,121.5,114.5,108.4,"1,378",2
12033,Florida,Escambia,,Transitional,5.1,"36,927",14.5,89.0,73.5,136.0,115.1,113.4,"1,541",2
12035,Florida,Flagler,,Transitional,5.6,"39,183",11.1,97.8,78.0,128.2,87.5,104.5,"1,253",2
12037,Florida,Franklin,,Transitional,4.4,"27,623",19.1,78.1,55.0,181.8,151.2,137.0,"2,327",3
12039,Florida,Gadsden,,At-Risk,5.7,"28,564",24.2,100.3,56.9,175.9,191.9,156.0,"2,730",4
12041,Florida,Gilchrist,,Transitional,4.2,"27,493",12.2,73.3,54.7,182.7,96.6,117.5,"1,689",3
12043,Florida,Glades,,At-Risk,4.8,"21,050",19.9,84.5,41.9,238.6,157.3,160.1,"2,790",4
12045,Florida,Gulf,,Transitional,4.9,"33,451",9.8,86.5,66.6,150.2,77.8,104.8,"1,263",2
12047,Florida,Hamilton,,Distressed,6.2,"17,636",26.4,109.6,35.1,284.8,208.9,201.1,"3,046",4
12049,Florida,Hardee,,Distressed,5.7,"22,702",26.2,99.6,45.2,221.3,207.6,176.1,"2,944",4
12051,Florida,Hendry,,Distressed,7.1,"26,697",25.9,124.2,53.1,188.2,204.9,172.4,"2,918",4
12053,Florida,Hernando,,Transitional,6.0,"28,447",13.2,105.9,56.6,176.6,104.2,128.9,"2,076",3
12055,Florida,Highlands,,At-Risk,6.3,"23,184",15.9,111.2,46.2,216.7,125.8,151.2,"2,642",4
12057,Florida,Hillsborough,,Transitional,5.1,"45,581",14.0,89.1,90.7,110.2,111.0,103.4,"1,219",2
12059,Florida,Holmes,,At-Risk,4.6,"21,795",18.8,80.2,43.4,230.5,149.0,153.2,"2,680",4
12061,Florida,Indian River,,Competitive,5.5,"77,463",10.7,97.5,154.2,64.8,84.5,82.3,465,1
12063,Florida,Jackson,,At-Risk,4.7,"23,251",18.1,83.0,46.3,216.0,142.9,147.3,"2,570",4
12065,Florida,Jefferson,,Transitional,4.6,"35,081",17.1,80.2,69.8,143.2,135.6,119.7,"1,780",3
12067,Florida,Lafayette,,At-Risk,3.9,"19,372",15.0,68.3,38.6,259.3,118.4,148.7,"2,598",4
12069,Florida,Lake,,Transitional,5.8,"34,187",10.7,101.6,68.1,146.9,84.9,111.1,"1,471",2
12071,Florida,Lee,,Transitional,5.1,"47,751",12.0,89.8,95.1,105.2,95.4,96.8,969,2
12073,Florida,Leon,,Transitional,4.6,"42,809",19.3,80.2,85.2,117.3,152.8,116.8,"1,657",3
12075,Florida,Levy,,At-Risk,5.0,"26,895",18.0,87.2,53.5,186.8,142.8,138.9,"2,373",4
12077,Florida,Liberty,,At-Risk,4.3,"20,752",20.5,76.0,41.3,242.1,162.2,160.1,"2,789",4
12079,Florida,Madison,,Distressed,5.2,"23,186",25.4,91.1,46.2,216.6,201.0,169.6,"2,891",4
12081,Florida,Manatee,,Transitional,4.8,"44,635",10.4,84.6,88.9,112.5,82.0,93.0,818,2
12083,Florida,Marion,,Transitional,5.5,"28,102",14.6,96.7,55.9,178.7,115.7,130.4,"2,120",3
12085,Florida,Martin,,Attainment,4.4,"86,444",10.5,78.1,172.1,58.1,82.9,73.0,231,1
12086,Florida,Miami-Dade,,Transitional,5.0,"50,148",15.7,88.7,99.8,100.2,124.2,104.3,"1,244",2
12087,Florida,Monroe,,Attainment,4.4,"95,659",11.0,78.1,190.4,52.5,86.8,72.5,215,1
12089,Florida,Nassau,,Competitive,4.2,"55,499",9.6,73.2,110.5,90.5,76.2,80.0,415,1
12091,Florida,Okaloosa,,Competitive,4.0,"45,345",11.0,70.4,90.3,110.8,86.9,89.4,686,1
12093,Florida,Okeechobee,,At-Risk,4.5,"25,047",19.8,79.3,49.9,200.5,156.5,145.5,"2,542",4
12095,Florida,Orange,,Transitional,6.5,"43,268",13.9,115.0,86.1,116.1,110.0,113.7,"1,554",2
12097,Florida,Osceola,,At-Risk,8.1,"30,451",13.5,142.2,60.6,165.0,107.0,138.0,"2,357",4
12099,Florida,Palm Beach,,Competitive,5.3,"86,318",11.6,92.9,171.8,58.2,91.8,81.0,432,1
12101,Florida,Pasco,,Transitional,5.2,"35,961",12.2,92.2,71.6,139.7,96.5,109.4,"1,410",2
12103,Florida,Pinellas,,Transitional,4.9,"49,774",11.5,86.4,99.1,100.9,91.4,92.9,813,2
12105,Florida,Polk,,Transitional,6.4,"29,433",14.6,111.9,58.6,170.7,115.3,132.6,"2,200",3
12107,Florida,Putnam,,Distressed,6.4,"23,002",23.7,112.5,45.8,218.4,187.6,172.8,"2,921",4
12109,Florida,St. Johns,,Attainment,3.8,"68,354",7.7,66.4,136.1,73.5,60.6,66.8,111,1
12111,Florida,St. Lucie,,Transitional,5.8,"34,632",11.8,101.4,68.9,145.0,93.5,113.3,"1,539",2
12113,Florida,Santa Rosa,,Competitive,4.0,"40,967",8.8,70.9,81.6,122.6,70.0,87.8,643,1
12115,Florida,Sarasota,,Competitive,4.8,"61,833",8.1,84.3,123.1,81.2,64.5,76.7,320,1
12117,Florida,Seminole,,Competitive,4.9,"46,622",9.5,86.4,92.8,107.7,75.0,89.7,697,1
12119,Florida,Sumter,,Transitional,6.2,"40,216",9.7,109.1,80.1,124.9,76.5,103.5,"1,220",2
12121,Florida,Suwannee,,At-Risk,4.7,"23,089",15.2,82.5,46.0,217.6,120.2,140.1,"2,405",4
12123,Florida,Taylor,,At-Risk,5.2,"20,428",18.2,91.6,40.7,245.9,144.4,160.6,"2,796",4
12125,Florida,Union,,Distressed,4.0,"15,318",17.0,70.1,30.5,327.9,134.9,177.6,"2,951",4
12127,Florida,Volusia,,Transitional,5.5,"36,870",12.9,96.0,73.4,136.2,102.1,111.4,"1,484",2
12129,Florida,Wakulla,,Competitive,3.6,"33,986",6.2,64.1,67.7,147.8,49.0,87.0,616,1
12131,Florida,Walton,,Competitive,4.2,"66,385",12.8,74.7,132.2,75.7,101.2,83.8,511,1
12133,Florida,Washington,,Distressed,4.8,"21,929",22.3,84.2,43.7,229.1,176.8,163.4,"2,832",4
13001,Georgia,Appling,,At-Risk,4.1,"27,429",25.4,72.3,54.6,183.1,201.2,152.2,"2,660",4
13003,Georgia,Atkinson,,Distressed,3.4,"22,547",26.9,59.1,44.9,222.8,213.0,165.0,"2,842",4
13005,Georgia,Bacon,,At-Risk,3.9,"24,823",24.5,68.4,49.4,202.4,193.6,154.8,"2,715",4
13007,Georgia,Baker,,At-Risk,5.2,"34,538",25.1,92.1,68.8,145.4,198.5,145.3,"2,539",4
13009,Georgia,Baldwin,,At-Risk,5.3,"24,747",22.6,94.2,49.3,203.0,178.6,158.6,"2,769",4
13011,Georgia,Banks,ARC,Transitional,3.2,"30,794",13.2,56.8,61.3,163.1,104.2,108.0,"1,360",2
13013,Georgia,Barrow,ARC,Transitional,3.6,"33,570",10.5,63.9,66.8,149.6,82.7,98.8,"1,056",2
13015,Georgia,Bartow,ARC,Transitional,4.4,"34,908",12.0,77.0,69.5,143.9,95.2,105.4,"1,283",2
13017,Georgia,Ben Hill,,Distressed,5.9,"22,640",25.6,104.0,45.1,221.9,203.0,176.3,"2,945",4
13019,Georgia,Berrien,,At-Risk,4.5,"24,814",21.1,79.8,49.4,202.4,166.8,149.7,"2,616",4
13021,Georgia,Bibb,,At-Risk,5.5,"31,326",25.2,97.2,62.4,160.3,199.9,152.5,"2,668",4
13023,Georgia,Bleckley,,At-Risk,5.6,"27,489",18.0,98.0,54.7,182.7,142.8,141.2,"2,430",4
13025,Georgia,Brantley,,At-Risk,4.4,"21,514",16.8,77.7,42.8,233.5,133.1,148.1,"2,580",4
13027,Georgia,Brooks,,At-Risk,4.2,"25,627",23.1,73.4,51.0,196.0,182.9,150.8,"2,636",4
13029,Georgia,Bryan,,Competitive,3.7,"43,926",8.8,64.8,87.4,114.4,69.8,83.0,485,1
13031,Georgia,Bulloch,,At-Risk,4.9,"27,181",22.5,85.6,54.1,184.8,178.2,149.5,"2,614",4
13033,Georgia,Burke,,At-Risk,6.1,"27,379",15.4,107.6,54.5,183.5,121.5,137.5,"2,343",4
13035,Georgia,Butts,,Transitional,4.4,"28,620",19.1,77.5,57.0,175.5,151.3,134.8,"2,257",3
13037,Georgia,Calhoun,,Distressed,4.3,"18,980",26.1,75.6,37.8,264.7,206.7,182.3,"2,981",4
13039,Georgia,Camden,,Transitional,3.9,"30,364",16.0,68.5,60.4,165.4,126.6,120.2,"1,807",3
13043,Georgia,Candler,,At-Risk,3.5,"25,437",24.9,61.4,50.6,197.5,197.4,152.1,"2,658",4
13045,Georgia,Carroll,ARC,Transitional,4.5,"34,157",17.3,79.6,68.0,147.1,136.8,121.1,"1,836",3
13047,Georgia,Catoosa,ARC,Transitional,3.4,"29,924",8.7,59.8,59.6,167.9,68.9,98.8,"1,059",2
13049,Georgia,Charlton,,Distressed,3.6,"18,989",21.3,64.1,37.8,264.5,168.8,165.8,"2,852",4
13051,Georgia,Chatham,,Transitional,5.1,"41,803",14.1,89.8,83.2,120.2,111.9,107.3,"1,345",2
13053,Georgia,Chattahoochee,,Transitional,5.2,"31,919",17.8,91.0,63.5,157.4,140.7,129.7,"2,103",3
13055,Georgia,Chattooga,ARC,Distressed,6.1,"21,307",21.5,107.2,42.4,235.7,170.3,171.1,"2,902",4
13057,Georgia,Cherokee,ARC,Attainment,3.4,"50,186",7.0,60.0,99.9,100.1,55.7,71.9,201,1
13059,Georgia,Clarke,,At-Risk,4.6,"30,569",26.2,81.4,60.9,164.3,207.3,151.0,"2,639",4
13061,Georgia,Clay,,Distressed,9.9,"20,893",25.7,173.6,41.6,240.4,203.1,205.7,"3,053",4
13063,Georgia,Clayton,,At-Risk,7.1,"23,712",16.4,125.0,47.2,211.8,130.1,155.6,"2,724",4
13065,Georgia,Clinch,,Distressed,3.5,"26,300",30.2,62.4,52.4,191.0,239.0,164.1,"2,837",4
13067,Georgia,Cobb,,Attainment,4.1,"57,678",8.6,71.7,114.8,87.1,68.1,75.6,289,1
13069,Georgia,Coffee,,At-Risk,4.6,"25,141",22.2,81.4,50.1,199.8,176.0,152.4,"2,665",4
13071,Georgia,Colquitt,,At-Risk,3.6,"26,018",23.8,64.1,51.8,193.1,188.7,148.6,"2,596",4
13073,Georgia,Columbia,,Attainment,3.3,"46,555",6.9,58.7,92.7,107.9,54.4,73.7,241,1
13075,Georgia,Cook,,At-Risk,3.9,"24,601",20.5,68.2,49.0,204.2,162.5,144.9,"2,529",4
13077,Georgia,Coweta,,Competitive,4.2,"46,754",8.5,73.4,93.1,107.4,67.6,82.8,480,1
13079,Georgia,Crawford,,Transitional,4.2,"26,589",13.6,73.4,52.9,188.9,107.3,123.2,"1,902",3
13081,Georgia,Crisp,,Distressed,7.2,"27,975",26.2,127.1,55.7,179.6,207.7,171.4,"2,906",4
13083,Georgia,Dade,ARC,Transitional,3.4,"27,385",9.8,59.5,54.5,183.4,77.9,106.9,"1,337",2
13085,Georgia,Dawson,ARC,Competitive,3.4,"42,535",9.7,59.9,84.7,118.1,76.5,84.8,548,1
13087,Georgia,Decatur,,At-Risk,4.1,"26,839",21.0,72.5,53.4,187.2,166.5,142.1,"2,451",4
13089,Georgia,DeKalb,,Transitional,5.4,"50,724",13.5,94.6,101.0,99.0,106.9,100.2,"1,108",2
13091,Georgia,Dodge,,At-Risk,5.3,"22,565",20.9,92.5,44.9,222.6,165.1,160.1,"2,788",4
13093,Georgia,Dooly,,At-Risk,6.7,"28,472",22.6,117.8,56.7,176.4,178.6,157.6,"2,755",4
13095,Georgia,Dougherty,,Distressed,6.6,"27,530",26.3,116.2,54.8,182.5,208.2,168.9,"2,881",4
13097,Georgia,Douglas,ARC,Transitional,5.1,"32,813",12.2,90.4,65.3,153.1,96.3,113.3,"1,538",2
13099,Georgia,Early,,At-Risk,4.9,"27,036",25.0,87.1,53.8,185.8,197.9,156.9,"2,741",4
13101,Georgia,Echols,,At-Risk,3.2,"24,923",25.4,56.0,49.6,201.5,201.4,153.0,"2,677",4
13103,Georgia,Effingham,,Competitive,3.6,"37,367",7.6,63.1,74.4,134.4,60.1,85.9,586,1
13105,Georgia,Elbert,ARC,Distressed,5.3,"24,553",23.5,93.0,48.9,204.6,185.8,161.1,"2,805",4
13107,Georgia,Emanuel,,Distressed,5.9,"24,238",24.9,104.0,48.3,207.2,197.4,169.5,"2,889",4
13109,Georgia,Evans,,At-Risk,4.0,"25,073",23.7,71.1,49.9,200.3,187.3,152.9,"2,674",4
13111,Georgia,Fannin,ARC,Transitional,3.7,"28,917",11.6,64.4,57.6,173.7,92.1,110.1,"1,433",2
13113,Georgia,Fayette,,Attainment,3.8,"61,464",5.4,66.7,122.4,81.7,42.9,63.7,87,1
13115,Georgia,Floyd,ARC,Transitional,4.6,"29,949",18.7,81.7,59.6,167.7,147.9,132.4,"2,180",3
13117,Georgia,Forsyth,ARC,Attainment,3.3,"65,736",5.3,57.6,130.9,76.4,41.8,58.6,43,1
13119,Georgia,Franklin,ARC,At-Risk,4.4,"24,973",19.0,76.9,49.7,201.1,150.8,142.9,"2,479",4
13121,Georgia,Fulton,,Competitive,5.4,"91,734",12.9,95.1,182.6,54.8,101.8,83.9,515,1
13123,Georgia,Gilmer,ARC,Transitional,3.8,"26,753",15.1,66.5,53.3,187.8,119.9,124.7,"1,949",3
13125,Georgia,Glascock,,Transitional,3.5,"28,936",15.6,61.4,57.6,173.6,123.5,119.5,"1,774",3
13127,Georgia,Glynn,,Transitional,4.7,"40,933",16.8,82.0,81.5,122.7,132.8,112.5,"1,516",2
13129,Georgia,Gordon,ARC,Transitional,4.0,"29,759",16.1,71.0,59.2,168.8,127.2,122.3,"1,871",3
13131,Georgia,Grady,,Transitional,3.6,"25,621",17.5,64.3,51.0,196.1,138.5,132.9,"2,209",3
13133,Georgia,Greene,,Transitional,4.5,"50,847",14.8,79.2,101.2,98.8,117.0,98.3,"1,044",2
13135,Georgia,Gwinnett,ARC,Transitional,4.3,"40,752",10.5,75.8,81.1,123.3,83.2,94.1,862,2
13137,Georgia,Habersham,ARC,Transitional,4.2,"26,213",12.9,73.2,52.2,191.6,102.3,122.4,"1,872",3
13139,Georgia,Hall,ARC,Transitional,3.4,"41,946",14.0,60.2,83.5,119.8,110.7,96.9,972,2
13141,Georgia,Hancock,,Distressed,7.0,"19,050",29.1,123.0,37.9,263.7,230.3,205.7,"3,052",4
13143,Georgia,Haralson,ARC,Transitional,4.3,"29,652",11.4,74.9,59.0,169.4,90.2,111.5,"1,490",2
13145,Georgia,Harris,,Attainment,3.5,"43,900",6.1,61.9,87.4,114.4,48.0,74.8,270,1
13147,Georgia,Hart,ARC,Transitional,4.3,"28,927",14.9,75.8,57.6,173.6,117.6,122.3,"1,870",3
13149,Georgia,Heard,ARC,At-Risk,4.6,"26,502",20.4,80.7,52.8,189.5,161.4,143.9,"2,502",4
13151,Georgia,Henry,,Transitional,5.1,"35,584",8.6,89.0,70.8,141.2,68.1,99.4,"1,085",2
13153,Georgia,Houston,,Transitional,4.1,"35,939",10.3,72.0,71.5,139.8,81.8,97.8,"1,015",2
13155,Georgia,Irwin,,At-Risk,5.0,"26,538",20.9,87.4,52.8,189.3,165.3,147.3,"2,571",4
13157,Georgia,Jackson,ARC,Competitive,3.2,"38,047",9.7,55.6,75.7,132.0,77.1,88.3,657,1
